,macro,micro,weighted,binary
0,0.6067217397444045,0.2202,0.2202,1.0
1,0.9936744823898285,0.99245,0.99245,0.9975825712122095
2,0.5905575343461511,0.19185354165769955,0.19185354165769955,1.0
3,0.9896690870189032,0.99143,0.99143,0.998858696564341
4,0.9643685042881822,0.93268,0.93268,0.9990819371126922
5,0.9186517936814744,0.8441603829534864,0.8441603829534864,0.9991482112436116
6,0.5451279478173607,0.09344,0.09344,1.0
7,0.9892804621848739,0.98298,0.98298,0.99625
8,0.9885047339056572,0.98969,0.98969,0.9976109577404969
9,0.9451916200424344,0.926,0.926,0.9666477165055903
10,0.982368670302161,0.98994,0.98994,0.9746450304259635
11,0.986372087708911,0.97376,0.97376,1.0
12,0.5563436092412949,0.1155,0.1155,1.0
13,0.9900205490084065,0.9922021660649819,0.9922021660649819,0.9866405995438253
14,0.59217695702907,0.19614,0.19614,1.0
15,0.5762410454302728,0.15883,0.15883,1.0
16,0.5412955341237177,0.10393,0.10393,1.0
17,0.5343173841126397,0.07657,0.07657,1.0
18,0.9169176490835556,0.84552,0.84552,1.0
19,0.5753245132301548,0.17514040593139302,0.17514040593139302,1.0
20,0.6024343066444431,0.22718,0.22718,1.0
21,0.9888421799027552,0.97797,0.97797,1.0
22,0.5156934233257,0.03561,0.03561,1.0
23,0.9868568149027199,0.97641,0.97641,0.9974715549936789
24,0.6619621272758589,0.33272,0.33272,1.0
25,0.9865779213216243,0.99117,0.99117,0.9985683090138686
26,0.5990415173781907,0.20769,0.20769,1.0
27,0.6528797120831566,0.3615,0.3615,1.0
28,0.5748640016279944,0.17309,0.17309,0.9992492492492493
29,0.9675361582423478,0.96914,0.96914,0.9925570904990133
30,0.969103955476291,0.97086,0.97086,0.9672505712109672
31,0.9932969320149733,0.99321,0.99321,0.9934270035578605
32,0.9794887042046143,0.9698,0.9698,0.9908369803063457
33,0.5536026266642569,0.11083,0.11083,1.0
34,0.9920277222686749,0.99592,0.99592,0.9876306620209059
35,0.5927871816766287,0.18928,0.18928,1.0
36,0.9915608402400465,0.98936,0.98936,0.9959242968403212
37,0.988068391636655,0.98021,0.98021,0.9989096459984008
38,0.7452104586713793,0.4925,0.4925,1.0
39,0.9646673041299474,0.93252,0.93252,0.9997618480590617
mean,0.8022407046094427,0.616734662415189,0.616734662415189,0.9959513233024602
std,0.19854371888723477,0.39695048346670386,0.39695048346670386,0.00838418469228776
