,macro,micro,weighted,binary
0,0.9911528250838282,0.99957,0.9996406759991407,0.9825174825174825
1,0.9986846055834744,0.99862,0.9988395053152237,0.9982071683631891
2,0.9915063044333204,0.9994,0.9995507001112369,0.9832806145503841
3,0.9780479804320339,0.97703,0.978584419155084,0.9807030919102075
4,0.9870063096739472,0.99758,0.9978766943261134,0.9750390015600624
5,0.9860826209716316,0.9981566607910229,0.9985015429799718,0.9730103806228374
6,0.973568774176915,0.9995,0.9995773407163288,0.9473684210526315
7,0.9967469139313438,0.99938,0.9994198698765572,0.9938080495356038
8,0.9980460474391756,0.99785,0.9980896098674982,0.9983002929645794
9,0.9686194114970206,0.99211,0.9931153301224063,0.9411656215418664
10,0.9706061212157067,0.99807,0.9983545977542551,0.942099364960777
11,0.9937626500485366,0.99904,0.9991357055879247,0.9879361784926709
12,0.944201067069006,0.99903,0.9991647785265884,0.8888888888888888
13,0.9620215188630932,0.98043,0.9805711674370058,0.9349211673934921
14,0.4947319431670071,0.95157,0.9286710491174733,0.01425371614742415
15,0.9864263709221246,0.99948,0.999538313493532,0.9731147540983607
16,0.9943129252813327,0.99911,0.9992842421444145,0.9890377588306942
17,0.9895877282828942,0.99951,0.9995719297154401,0.9794026776519053
18,0.9980216499547125,0.99924,0.9993846726415525,0.9964017423142478
19,0.9933605078673896,0.998886766436008,0.9991041947632895,0.9872306464485235
20,0.9930790081352046,0.999,0.999137372844052,0.9866573033707865
21,0.847857204885555,0.8661238229541008,0.864664937779628,0.7824733096085409
22,0.9477814899301332,0.99855,0.9988042923437482,0.8962818003913894
23,0.9726612559590804,0.99912,0.999208097722411,0.9456953642384106
24,0.9863456315526347,0.99877,0.9990393013909054,0.9732550554468362
25,0.993591161626356,0.99299,0.9941218337671489,0.9950504151620566
26,0.9772339147938636,0.99833,0.9985877570008946,0.9552341597796143
27,0.9931218527607106,0.99721,0.9976377943059038,0.9877263336978976
28,0.9979679555183567,0.99975,0.9997847849506409,0.9960489181561618
29,0.9050695170622556,0.90032,0.9045545577444786,0.8974155438491593
30,0.991291310876725,0.99873,0.9989664096840759,0.9831590143591562
31,0.9965836763162391,0.99789,0.9981270997419553,0.9942196531791907
32,0.9010334737046839,0.97437,0.973512278527187,0.8156175771971497
33,0.9505569400490117,0.99931,0.9994085406532529,0.9014598540145985
34,0.9895039461893176,0.99765,0.9978367751424665,0.9801546631882978
35,0.8724913454764196,0.9952,0.99611419533926,0.7473821989528796
36,0.9906744334667186,0.9921,0.9928029867705767,0.9860463387896917
37,0.9964572481571852,0.99788,0.998214144316241,0.9940043732806658
38,0.9269877887717085,0.92321,0.9267234142735852,0.9228685226744303
39,0.9893115767208316,0.99772,0.9984182016502471,0.9794850612694479
mean,0.960402375196187,0.9876946812545283,0.987541027889993,0.9296730620113047
std,0.08348518423041608,0.02858727589991026,0.029266977480383535,0.15960192727121664
