,0,1
0,8.0,
1,8.0,
2,35.0,
3,7.0,
4,19.0,
5,6.0,1.0
6,15.0,
7,7.0,
8,20.0,1.0
9,239.0,4.0
10,7.0,
11,8.0,
12,7.0,
13,4.0,1.0
14,25.0,
15,45.0,
16,38.0,2.0
17,7.0,
18,67.0,
19,195.0,1.0
20,61.0,
21,,
22,7.0,
23,26.0,
24,83.0,
25,7.0,1.0
26,11.0,1.0
27,14.0,
28,5.0,
29,15.0,
30,35.0,
31,7.0,1.0
32,33.0,
33,15.0,
34,29.0,1.0
35,43.0,3.0
36,11.0,
37,15.0,1.0
38,832.0,
39,20.0,
total,2036.0,18.0
mean,52.205128205128204,1.5
std,136.72276587990586,1.0
