,macro,micro,weighted
0,0.7415101970993018,0.978435326472312,0.978435326472312
1,0.7753082674521917,0.96655441098785,0.96655441098785
2,0.5742431517293474,0.8844376178733497,0.8844376178733497
3,0.8483373351795006,0.9744573065123219,0.9744573065123219
4,0.7929182882131713,0.9548870676993925,0.9548870676993925
5,0.7113451644275016,0.9670514257939742,0.9670514257939742
6,0.8525538248687429,0.987953512733038,0.987953512733038
7,0.8500851000102044,0.9749444348366352,0.9749444348366352
8,0.7311630246495602,0.968118027358379,0.968118027358379
9,0.8799184420587727,0.9601151217612821,0.9601151217612821
10,0.8040508740772844,0.9740874435004228,0.9740874435004228
11,0.7907086460185456,0.9610582196814782,0.9610582196814782
mean,0.7793451929820104,0.962674992934203,0.962674992934203
std,0.08346061468370818,0.02621889157048153,0.02621889157048153
