,0,1,2,3,4,5
0,0.877228507285293,0.6460305899490167,0.6993891797556719,1.0,0.8109756097560976,0.9923726225715834
1,0.87463707706902,0.5310261731039561,0.6591974986972381,0.9726775956284153,0.8080655596290706,0.9904257352291432
2,0.5608620074879658,0.03256643936014276,0.4865244902741973,0.6764705882352942,0.7283500982772575,0.938079668970068
3,0.8050142980647735,0.05114107883817427,0.8482174688057041,0.90625,0.6264424662050775,0.9948860120991304
4,0.8595212479827864,0.6893330917728526,0.8992988769622138,0.9800995024875622,0.8084637425611637,0.9762363280898066
5,0.8671284634760705,0.4270579268292683,0.8822755054066761,0.7777777777777778,0.7824216349108789,0.9842258741203563
6,0.8994270768464316,0.7347332492394449,0.8713611329661684,0.967741935483871,0.8774128005418219,0.9952892354017479
7,0.9522976026941995,0.7237603958311402,0.8931988621670546,0.9396551724137931,0.816413916146298,0.9850875754096269
8,0.9383698414619388,0.5002049180327869,0.8633355393778954,0.8947368421052632,0.8153805636028444,0.9771213005599153
9,0.885616742533585,0.7722209928450247,0.8111740890688259,0.9384615384615385,0.8139952153110048,0.9832361006104786
10,0.9403918842594604,0.5698155216284987,0.7830073349633252,0.9619565217391305,0.5204236006051437,0.9894654163150716
11,0.8463832056627557,0.5418871692461308,0.8496281714785652,1.0,0.8326359832635983,0.9841656601971744
mean,0.8589064962353566,0.5183147955563697,0.7955506791602948,0.9179856228610538,0.7700817659008549,0.9825492941311751
std,0.10294499422791008,0.24593049131937122,0.12343495357161974,0.09735875902960361,0.10045511205373715,0.01531509035086121
