,0,1,2,3,4,5
0,0.9734112704951398,0.9481560662747194,0.33726067746686306,0.4444444444444444,0.7615179760319574,0.9842707478826866
1,0.979493287834401,0.9472238805970149,0.5384124281762077,0.4368098159509202,0.7770634591455827,0.9728467330090228
2,0.5484679422917665,0.5893886966551326,0.3573764847650198,0.46308724832214765,0.5552666372851477,0.9318719010568698
3,0.9729143224561968,0.8559027777777778,0.8525485980471199,0.9666666666666667,0.4637539663168172,0.9782376798124247
4,0.841084353204369,0.8592362121744367,0.6941903347861488,0.7086330935251799,0.6808352668213457,0.9735304687675479
5,0.8961051638304103,0.8637274549098196,0.7438560329792294,0.2692307692307692,0.515523758099352,0.9796278075154294
6,0.9568068896985756,0.9169367534030929,0.722911227154047,0.8823529411764706,0.6442068622575833,0.9921082755226872
7,0.9569621944159951,0.9141071666001861,0.8144305588304646,0.7898550724637681,0.6384819310729734,0.9866736766778389
8,0.8075561110243191,0.7846351655416265,0.6011520737327188,0.425,0.7806354009077155,0.9879993966909811
9,0.9604900736013486,0.8892380871485602,0.7846177944862155,0.9242424242424242,0.7523493642896628,0.9685729085844247
10,0.9498420221169036,0.9509023354564756,0.9019009622154424,0.7629310344827587,0.27663852030558905,0.9820903698865372
11,0.941798989372224,0.9439902591755088,0.714850938535149,0.803921568627451,0.3688911358274351,0.9707989845735059
mean,0.8987443850284708,0.871953737976196,0.671959009264552,0.6564312565944166,0.6012636898634302,0.9757190791649965
std,0.12320530036757821,0.10222445836781577,0.18151102021470106,0.2348443421023165,0.16757726295184075,0.015625304514925675
