,0,1,2,3,4,5
0,0.13339680063786818,0.4082437074159581,0.015790068170039733,5.809112561237728e-05,0.902972027972028,0.9999718168943627
1,0.31658296671370467,0.42622432859399684,0.25723684210526315,0.004346620974651011,0.40301724137931033,0.999995870532949
2,0.5056467806941339,0.0,0.26440094844018786,0.00022897363918442115,0.04633052993675429,0.999062656560596
3,0.23141779592039616,0.02336344621957189,0.28653228912569007,4.422515320330156e-05,0.33971787239549633,1.0
4,0.2200653729497335,0.3447332900941329,0.4947812462335784,0.0007101225966369666,0.47984546978642756,0.9999548506076066
5,0.37785515583899476,0.1560567479083303,0.35482776175123026,2.2636149364631582e-05,0.4413359977162432,0.9999283369120641
6,0.0004872140257303308,0.02137546468401487,0.009578322480610461,0.0,0.03048613018401538,1.0
7,0.4225316120239267,0.5417251598814538,0.6140045035229171,0.0011511685274179107,0.24105116755727984,0.9999590288670896
8,0.18355300942572117,0.21017637178051513,0.3582115367984087,0.00014023278642546626,0.33699301333817255,0.9996926426997432
9,0.4497692895757112,0.68772040302267,0.3856400652449707,0.00031227505610365415,0.23201730665224446,0.9998967290652604
10,0.1766273495647786,0.3120260021668472,0.5366160821106983,0.002768442332702386,0.34323922734026746,0.9998497696467917
11,0.19377266357502998,0.271957936905358,0.4637300929761576,0.00020460311542343752,0.05355648535564853,0.9727866314940373
mean,0.26764216757881076,0.2836335715560708,0.33677914657997937,0.0008322826213937969,0.32088020580115734,0.9975915277733751
std,0.1483638220155976,0.21512629129166622,0.18713803632954337,0.0013582017767722904,0.23967949176137532,0.007815919321034464
