,0,1,2,3,4,5
0,0.2353097151289471,0.5744166699679119,0.03108923519696499,0.00011614177038771994,0.6837663412212477,0.2738028060326326
1,0.4788330103029685,0.5915585602046409,0.4090849644709883,0.008648838360731766,0.5551826513489092,0.656643690378702
2,0.6116121030464329,0.0,0.4163555165092613,0.0004578242892007541,0.08405164471124907,0.13144532661991656
3,0.3757042058172318,0.045559074933830865,0.44539794044863096,8.844639485124053e-05,0.44401217861975645,0.1763779679216483
4,0.35965157129794506,0.5109777327409255,0.6582643832980566,0.001419187956717445,0.5375193925042868,0.48868208423112597
5,0.5445669219754995,0.2696869368425464,0.5230551154840324,4.526896840508936e-05,0.5774042950513538,0.5941852065649063
6,0.0009319866174800871,0.0038736842105263156,0.018974897276074227,0.0,0.028970377136891556,6.377130758814789e-06
7,0.5929866507272366,0.6828884628619181,0.7598543754775495,0.0022994379151762903,0.3819188726840442,0.7682812211914216
8,0.30970053541255266,0.3451922524283005,0.5209080047789725,0.0002803083391730904,0.49562954560619205,0.5909743223350723
9,0.6188792305922242,0.7898600513506672,0.5566115882635044,0.0006243320176506069,0.37284084736556217,0.48813885173060506
10,0.29945194492714877,0.4749159637216972,0.6984387165512437,0.005520393360122219,0.4695718460170245,0.6424541658324514
11,0.3227273410830564,0.4223336832691784,0.6182119408480088,0.00040911136465914206,0.017954832374807127,0.3400605689364617
mean,0.3958629347440603,0.3926052560443452,0.4713538898836073,0.0016591075614229471,0.38740190205344366,0.4292543824088086
std,0.18332086150306684,0.266190887623381,0.23544079377601598,0.002703797020272516,0.22432039561080333,0.24148500505906045
