,0,1,2,3,4,5
0,0.9970040868163538,0.9687332977017638,1.0,0.16666666666666666,0.5501997336884155,0.15861688977900368
1,0.9822296622991984,0.9664477611940299,0.998510321344967,0.8466257668711656,0.8919535462463708,0.48880926909024847
2,0.7737654186462102,0.0,0.9789981063866414,0.8523489932885906,0.452313794623182,0.0703506322213839
3,0.9978567218560789,0.9114583333333334,0.9996416733852906,1.0,0.6407127166219185,0.09671848925878203
4,0.9834451901565996,0.9869021930044664,0.9830930600124527,0.9532374100719424,0.6109512761020882,0.3233530244154444
5,0.9745387694009696,0.9919839679358717,0.9946091644204852,0.3076923076923077,0.8347732181425486,0.42267531159087773
6,0.010698906922822127,0.0021298268358181313,1.0,0.0,0.027598209845847838,3.1885755463889913e-06
7,0.9939662466046222,0.9235474006116208,0.9965809950483376,0.9130434782608695,0.9189340030696247,0.6237632076642788
8,0.9902619382388168,0.9652844744455159,0.9543778801843318,0.25,0.9364599092284418,0.41947464025513853
9,0.9917819353090805,0.9276310201308078,0.999921679197995,0.8939393939393939,0.9485903814262023,0.3228835734754993
10,0.9830612603124451,0.9936305732484076,1.0,0.9267241379310345,0.7430639324487334,0.47328041213219413
11,0.9647898721429984,0.9446860323534527,0.9270334928229665,0.8823529411764706,0.010785305021907651,0.20604407338869155
mean,0.8869500007255162,0.7985362400662573,0.9860638644002889,0.66605259132487,0.6305280022054401,0.3004977259872574
std,0.28276431676384156,0.37346772535202855,0.023051182208786013,0.3672397792838618,0.3284903548324831,0.1939457089461732
