,0,1,2,3,4,5
precision,5.832944470368642e-05,0.0,0.3020678375326142,0.0002657713701392648,0.01385550011717506,0.9998802528841365
recall,1.5748180297766593e-06,0.0,0.9992185017562241,0.8785975928833072,0.4093329861768604,0.042526226649739374
f1-score,3.066835547077459e-06,0.0,0.46389754957857215,0.0005313819998857481,0.02680372184793555,0.08158263612437124
