,macro,micro,weighted,binary
0,0.9636946621772058,0.99895,0.99895,0.9278230500582072
1,0.9920380410929194,0.99271,0.99271,0.9898934001281529
2,0.9700887982390187,0.9984935221452245,0.9984935221452245,0.9409190371991247
3,0.9945342804843156,0.99462,0.99462,0.994981621657911
4,0.9824462623755974,0.99764,0.99764,0.9658021574477852
5,0.9816564377427459,0.9951601287808184,0.9951601287808184,0.9670641680863146
6,0.8940749767041789,0.99884,0.99884,0.7885714285714286
7,0.9886817226890756,0.99653,0.99653,0.98
8,0.8319489150368811,0.81147,0.81147,0.6746124442556806
9,0.9557822899592469,0.9881,0.9881,0.9196513170361948
10,0.9800687005107684,0.99831,0.99831,0.9614604462474645
11,0.9046071487338192,0.99213,0.99213,0.8100348806010196
12,0.93161487530614,0.99845,0.99845,0.8643533123028391
13,0.9905088300182497,0.9950036101083033,0.9950036101083033,0.9835451287064191
14,0.5160194569312025,0.98554,0.98554,0.032525951557093424
15,0.9871350635216383,0.99945,0.99945,0.9746328437917223
16,0.9848810019241891,0.99875,0.99875,0.970335339638865
17,0.9528146237871549,0.99873,0.99873,0.9061032863849765
18,0.7379434092041799,0.96222,0.96222,0.47696245733788395
19,0.9825017164429286,0.9955016229174803,0.9955016229174803,0.9687062120504437
20,0.9326214498280041,0.99483,0.99483,0.8667141838916608
21,0.9286884623176661,0.99775,0.99775,0.8578125
22,0.926404628768587,0.99896,0.99896,0.8532110091743119
23,0.9761532559460631,0.99872,0.99872,0.9532237673830595
24,0.9245915844771531,0.99713,0.99713,0.8501152959262106
25,0.9972298677004268,0.99674,0.99674,0.9959507729685173
26,0.9370363549648664,0.99779,0.99779,0.8747913188647746
27,0.9902565974651811,0.99546,0.99546,0.9840577905094035
28,0.9710553869806355,0.99767,0.99767,0.9429429429429429
29,0.9642838541427403,0.96353,0.96353,0.9525232590921906
30,0.973829065032991,0.99702,0.99702,0.9493526275704494
31,0.9691951146814743,0.98895,0.98895,0.939636977627691
32,0.9622641696516696,0.975,0.975,0.9473468271334792
33,0.9345483302602655,0.99911,0.99911,0.8694581280788177
34,0.9657487149119013,0.99434,0.99434,0.9334494773519164
35,0.833764562826796,0.99789,0.99789,0.6681318681318681
36,0.9936885366786876,0.99539,0.99539,0.9903151608086841
37,0.9867230468748482,0.99396,0.99396,0.9767391146325507
38,0.9299490942653871,0.96014,0.96014,0.8995098039215687
39,0.9827770985311725,0.99776,0.99776,0.9664205763276971
mean,0.9400962597296993,0.9883684720987954,0.9883684720987954,0.884242047134933
std,0.08624713832831488,0.030387582604223504,0.030387582604223504,0.17303814139445142
