,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_epochs,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,22.778725624084473,0.0,2.7252726554870605,0.0,10,{'n_epochs': 10},0.972577804093377,0.972577804093377,0.0,31
1,31.642748594284058,0.0,2.719754695892334,0.0,20,{'n_epochs': 20},0.9749036080804919,0.9749036080804919,0.0,1
2,44.730108976364136,0.0,2.763768434524536,0.0,30,{'n_epochs': 30},0.9743850067074362,0.9743850067074362,0.0,3
3,56.90994358062744,0.0,2.870728015899658,0.0,40,{'n_epochs': 40},0.9734971058522666,0.9734971058522666,0.0,12
4,70.40403580665588,0.0,2.7887513637542725,0.0,50,{'n_epochs': 50},0.9722238639043854,0.9722238639043854,0.0,33
5,81.5654399394989,0.0,2.706949472427368,0.0,60,{'n_epochs': 60},0.9719566073490491,0.9719566073490491,0.0,35
6,94.57497429847717,0.0,2.7538106441497803,0.0,70,{'n_epochs': 70},0.9742981794966823,0.9742981794966823,0.0,4
7,103.72278475761414,0.0,2.843858003616333,0.0,80,{'n_epochs': 80},0.9748828998099852,0.9748828998099852,0.0,2
8,117.25516772270203,0.0,2.7594966888427734,0.0,90,{'n_epochs': 90},0.9715621492272142,0.9715621492272142,0.0,37
9,127.49320268630981,0.0,2.7430646419525146,0.0,100,{'n_epochs': 100},0.973092791834045,0.973092791834045,0.0,23
10,250.57088565826416,0.0,2.731400489807129,0.0,200,{'n_epochs': 200},0.9717088387179285,0.9717088387179285,0.0,36
11,371.7629156112671,0.0,2.8954083919525146,0.0,300,{'n_epochs': 300},0.9731130252500342,0.9731130252500342,0.0,20
12,503.9993646144867,0.0,2.8200817108154297,0.0,400,{'n_epochs': 400},0.9732920010847519,0.9732920010847519,0.0,17
13,614.2085855007172,0.0,2.7149524688720703,0.0,500,{'n_epochs': 500},0.974072028849527,0.974072028849527,0.0,7
14,744.6998205184937,0.0,2.848168134689331,0.0,600,{'n_epochs': 600},0.972859786149083,0.972859786149083,0.0,27
15,854.058557510376,0.0,2.7935969829559326,0.0,700,{'n_epochs': 700},0.9741773481399899,0.9741773481399899,0.0,5
16,970.2876350879669,0.0,2.897202491760254,0.0,800,{'n_epochs': 800},0.9733936076212703,0.9733936076212703,0.0,15
17,1090.1748492717743,0.0,2.850216865539551,0.0,900,{'n_epochs': 900},0.9732385220998574,0.9732385220998574,0.0,18
18,1249.7065176963806,0.0,2.7080795764923096,0.0,1000,{'n_epochs': 1000},0.974044920685871,0.974044920685871,0.0,8
19,1345.2747633457184,0.0,2.7352564334869385,0.0,1100,{'n_epochs': 1100},0.9740925970877918,0.9740925970877918,0.0,6
20,1478.6392793655396,0.0,3.104901075363159,0.0,1200,{'n_epochs': 1200},0.9724937162335434,0.9724937162335434,0.0,32
21,1776.5220818519592,0.0,3.012516975402832,0.0,1300,{'n_epochs': 1300},0.9734150932772953,0.9734150932772953,0.0,14
22,1763.3696820735931,0.0,3.1016674041748047,0.0,1400,{'n_epochs': 1400},0.973319992992818,0.973319992992818,0.0,16
23,1829.449560880661,0.0,3.137336015701294,0.0,1500,{'n_epochs': 1500},0.9727024257995448,0.9727024257995448,0.0,30
24,2046.025468826294,0.0,2.887059450149536,0.0,1600,{'n_epochs': 1600},0.9734958724033581,0.9734958724033581,0.0,13
25,2624.4129145145416,0.0,2.8020126819610596,0.0,1700,{'n_epochs': 1700},0.9727515616342728,0.9727515616342728,0.0,29
26,2095.5652318000793,0.0,2.8858225345611572,0.0,1800,{'n_epochs': 1800},0.973102272659766,0.973102272659766,0.0,22
27,2232.1662027835846,0.0,2.792958974838257,0.0,1900,{'n_epochs': 1900},0.973593761321291,0.973593761321291,0.0,10
28,2304.5972576141357,0.0,2.9104080200195312,0.0,2000,{'n_epochs': 2000},0.9730603927245897,0.9730603927245897,0.0,24
29,2785.0432875156403,0.0,2.705148696899414,0.0,2500,{'n_epochs': 2500},0.9730074317262196,0.9730074317262196,0.0,25
30,3409.140298843384,0.0,2.963014602661133,0.0,3000,{'n_epochs': 3000},0.973174715830541,0.973174715830541,0.0,19
31,3852.5875372886658,0.0,2.8608031272888184,0.0,3500,{'n_epochs': 3500},0.972190025344426,0.972190025344426,0.0,34
32,4432.201674938202,0.0,3.3026468753814697,0.0,4000,{'n_epochs': 4000},0.9728047938280912,0.9728047938280912,0.0,28
33,4954.731140375137,0.0,3.074932098388672,0.0,4500,{'n_epochs': 4500},0.9729871982084072,0.9729871982084072,0.0,26
34,5529.773254394531,0.0,2.835574150085449,0.0,5000,{'n_epochs': 5000},0.9736341025678332,0.9736341025678332,0.0,9
35,6088.745298624039,0.0,2.9575157165527344,0.0,5500,{'n_epochs': 5500},0.9731087282884032,0.9731087282884032,0.0,21
36,6652.175981283188,0.0,2.836972236633301,0.0,6000,{'n_epochs': 6000},0.9735764447234367,0.9735764447234367,0.0,11
