,macro,micro,weighted
0,0.4055101362789288,0.35319914585613166,0.9371955807990705
1,0.39800336652065393,0.5323322034395727,0.9392664221062476
2,0.33057168018193944,0.47187939368848836,0.9097307045091222
3,0.30940110832268464,0.15603712755446936,0.9600486718056206
4,0.3691509448101522,0.36050553838678423,0.9153155660588244
5,0.37087593106370553,0.46359798797934065,0.9400116094511348
6,0.45235364394969385,0.6629500457972239,0.9314252073111209
7,0.3216071420520605,0.47747072968817755,0.921150760326425
8,0.38099607481695186,0.42011728901843454,0.8926952509213432
9,0.38397684448176567,0.5239543835527845,0.9335205690597048
10,0.2726335544018845,0.29915794799696416,0.8648216073463864
mean,0.36318912971640194,0.4292001629962156,0.922289268154091
std,0.0506790676616854,0.13479428354478165,0.026164608728127446
