,0,1,2,3,4,5
0,0.2950182892447674,0.5043079868708972,0.08653679771955229,0.000125250501002004,0.7189511697283718,0.459330019964582
1,0.48699688180360945,0.5853564990603306,0.39005115834130516,0.009861198972946824,0.5378816434225405,0.6568768189908405
2,0.3106474817583833,0.007456699230732927,0.30937482695608837,0.0008275461021460284,0.6645118548111862,0.5837287043376697
3,0.3819106295297748,0.046172112044325225,0.43575724439584473,8.991053901368138e-05,0.4255731352922183,0.19868633205073935
4,0.2837660833811073,0.10027228094247798,0.655608749617164,0.001423939245258869,0.5296007711462768,0.49304603595278956
5,0.5026446532725783,0.09506890920030944,0.5697066911090742,4.5423703792027575e-05,0.5448524687391885,0.5904155385744287
6,0.5877071141275368,0.5205593573341267,0.7351141880565171,0.0022934330164061725,0.38292179274641536,0.7678809000869318
7,0.3224796228427298,0.34160316278003783,0.32841939986043267,0.000280198380453361,0.4853938445487741,0.5947019074422953
8,0.5846582193177687,0.11893665900886118,0.5489530033968267,0.00061792844814728,0.3719442788227004,0.4891763986712749
9,0.3066648438034042,0.47496807151979564,0.6309321092766713,0.005642600320184763,0.4821363248384343,0.6477204940962373
10,0.3473897954065577,0.436111645813282,0.217153929745087,0.000403821044460697,0.013159818686942536,0.33862066009838143
mean,0.40089851040801977,0.29371030761865236,0.4461461907704148,0.001964659115801064,0.4688115547984589,0.5291076191151064
std,0.11737094832377071,0.2206659032739083,0.20123029045504137,0.003086178336883378,0.18488308973379824,0.1586438649443863
