,macro,micro,weighted
0,0.7778973537371306,0.35319914585613166,0.35319914585613166
1,0.8740516064969679,0.5323322034395727,0.5323322034395727
2,0.5657016918209157,0.47187939368848836,0.47187939368848836
3,0.777134445011327,0.15603712755446936,0.15603712755446936
4,0.6624035514268103,0.36050553838678423,0.36050553838678423
5,0.6175332642857528,0.46359798797934065,0.46359798797934065
6,0.8387858123396335,0.6629500457972239,0.6629500457972239
7,0.7382600106578247,0.47747072968817755,0.47747072968817755
8,0.7033665120964562,0.42011728901843454,0.42011728901843454
9,0.8620015725706468,0.5239543835527845,0.5239543835527845
10,0.6347820393900913,0.29915794799696416,0.29915794799696416
mean,0.7319925327121415,0.4292001629962156,0.4292001629962156
std,0.10418146901433258,0.13479428354478165,0.13479428354478165
