,0,1,2,3,4,5
0,604647,9,483,29681,162,12
1,5507,99502,247,107,988,13
2,0,135,96285,9393,9638,992
3,8,1,19,1774,10,99
4,11145,6098,480,4249,62200,324
5,2469731,221410,381768,2164410,87227,3314758
