,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gaussian_neighborhood_sigma,param_initialization,param_learning_rate_0,param_learning_rate_decay,param_learning_rate_n,param_n_epochs,param_neighborhood,param_radius_0,param_radius_cooling,param_radius_n,param_som_dimensions,param_som_grid_type,param_som_topology,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
0,524.4149572849274,0.0,0.1909935474395752,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.25,exponential,0.1,"(15, 15)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.25, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (15, 15), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.9658004779277872,0.9658004779277872,0.0,174
1,803.0444276332855,0.0,0.29204320907592773,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.25,exponential,0.1,"(20, 20)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.25, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (20, 20), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.863691252505926,0.863691252505926,0.0,233
2,1060.774896144867,0.0,0.3251802921295166,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.25,exponential,0.1,"(25, 25)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.25, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (25, 25), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.8649225992345081,0.8649225992345081,0.0,210
3,551.5491857528687,0.0,0.16871070861816406,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.5,exponential,0.1,"(15, 15)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.5, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (15, 15), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.9658638073155996,0.9658638073155996,0.0,173
4,786.265552520752,0.0,0.23198533058166504,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.5,exponential,0.1,"(20, 20)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.5, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (20, 20), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.9702130779820392,0.9702130779820392,0.0,107
5,1074.5639688968658,0.0,0.32898855209350586,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.5,exponential,0.1,"(25, 25)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.5, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (25, 25), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.9744533082650704,0.9744533082650704,0.0,1
6,572.557924747467,0.0,0.16244745254516602,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.75,exponential,0.1,"(15, 15)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.75, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (15, 15), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.9701472202776757,0.9701472202776757,0.0,109
7,812.0566399097443,0.0,0.23596978187561035,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.75,exponential,0.1,"(20, 20)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.75, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (20, 20), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.970904958645717,0.970904958645717,0.0,93
8,1088.0844717025757,0.0,0.31222033500671387,0.0,0.1,pca,0.1,exponential,0.001,6000,gaussian,-0.75,exponential,0.1,"(25, 25)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.001, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.75, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (25, 25), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.9730457757780722,0.9730457757780722,0.0,26
9,538.961354970932,0.0,0.18076515197753906,0.0,0.1,pca,0.1,exponential,0.05,6000,gaussian,-0.25,exponential,0.1,"(15, 15)",rectangular,planar,"{'gaussian_neighborhood_sigma': 0.1, 'initialization': 'pca', 'learning_rate_0': 0.1, 'learning_rate_decay': 'exponential', 'learning_rate_n': 0.05, 'n_epochs': 6000, 'neighborhood': 'gaussian', 'radius_0': -0.25, 'radius_cooling': 'exponential', 'radius_n': 0.1, 'som_dimensions': (15, 15), 'som_grid_type': 'rectangular', 'som_topology': 'planar'}",0.9643437266097798,0.9643437266097798,0.0,190
