,0,1,2,3,4,5
0,556569,20,284,1,91,78029
1,4,83636,324,0,777,21623
2,0,0,99443,0,1,16999
3,0,0,0,1225,7,679
4,67,133,192,13,53536,30555
5,103890,31199,27190,39,14983,8462003
