,0,1,2,3,4,5
0,0.9669635442955533,0.8201496525921966,0.851883021249737,0.4444444444444444,0.7909454061251664,0.9874905841303759
1,0.9738595757009948,0.5604776119402985,0.9133858267716536,0.5276073619631901,0.8436333471588553,0.9842796875315395
2,0.606252451728196,0.48212226066897346,0.8120158374935444,0.3691275167785235,0.7175407668576466,0.9351914758508615
3,0.9190912500669774,0.8315972222222222,0.9057601003314522,1.0,0.6333902855748108,0.9865370397752476
4,0.9100407948414265,0.7662718924072865,0.7747497485511758,0.7194244604316546,0.6024129930394432,0.9775600278520249
5,0.9158396511892753,0.8106983197163558,0.8144918344696369,0.2692307692307692,0.4584233261339093,0.9851185834830188
6,0.9536932759191785,0.9106398740624132,0.7395561357702349,0.9117647058823529,0.6367478866235704,0.9935590773962942
7,0.9558712205548381,0.8236936577582769,0.9318556944116954,0.7971014492753623,0.5410911120413004,0.9875736598830205
8,0.8859032442847472,0.8219222115075538,0.7059907834101382,0.425,0.710287443267776,0.9870157406820452
9,0.9613630548322522,0.7593646479232141,0.9146303258145363,0.9393939393939394,0.6708126036484245,0.9689886461406438
10,0.9256626294540986,0.9124203821656051,0.8789016662755221,0.8663793103448276,0.320064334539606,0.9884956964212345
11,0.857801794673524,0.8949382501304575,0.8757821126242179,0.8431372549019608,0.3852376137512639,0.9789260906657185
mean,0.9026952072950887,0.7828579985912377,0.8432502572644621,0.6760509343872521,0.6092155932301478,0.980061359151002
std,0.09966487336122011,0.13284765206298568,0.07401718167213672,0.25386807591787625,0.15847684625883782,0.01549803230025027
