,macro,micro,weighted
precision,0.8468315707110792,0.9272963750895816,0.96006589036262
recall,0.8135458202688413,0.9272963750895816,0.9272963750895816
f1-score,0.7908294414599226,0.9272963750895816,0.9320044672168393
