,wall_time,mem_peak_cpu,mem_avg_cpu,samples_cpu,mem_peak_gpu,mem_avg_gpu,samples_gpu
0,269.7387568380218,6004.94140625,5844.299756937598,2536,117,115.4392523364486,2675
