,0,1,2,3,4,5
0,0.9907028998485762,0.772314270443613,0.1483273721859878,0.3333333333333333,0.8745672436750999,0.993463095379127
1,0.9718958246144931,0.5237014925373135,0.3062353692274952,0.029447852760736196,0.9240978846951472,0.9933933509618296
2,0.7740596260297259,0.44521337946943484,0.03356860044758134,0.026845637583892617,0.749669457910974,0.9657595589984147
3,0.9190376681133794,0.6684027777777778,0.8104452208187763,0.9333333333333333,0.6131315596778131,0.9945966498384065
4,0.9647322016054745,0.8346464595774578,0.82436898318885,0.43884892086330934,0.8906728538283063,0.9845140495496507
5,0.96799856831419,0.9304763372899646,0.8471539559219914,0.19230769230769232,0.6586123110151187,0.9899788289860015
6,0.9799602517389864,0.8866561718677656,0.8929503916449086,0.7647058823529411,0.7595723520636499,0.9962587380255703
7,0.9797613216369061,0.7824757346097594,0.9125206319264324,0.7391304347826086,0.7464769080507884,0.9920900056226132
8,0.9066291725251263,0.8733526197364192,0.7444700460829493,0.35,0.9591527987897126,0.9911755126487233
9,0.9835488192176282,0.8750530875732608,0.9594298245614035,0.8484848484848485,0.8919292426755113,0.9823078103080682
10,0.9680094786729858,0.7762738853503185,0.955644214973011,0.8103448275862069,0.36952151186168075,0.9937526996133627
11,0.9419967990792857,0.8596277613498,0.8685130658814869,0.7843137254901961,0.5783619817997978,0.9894278355692495
mean,0.9456943859497297,0.7690161647985739,0.6919689730717394,0.5209247074065916,0.7513138421703,0.9888931779584182
std,0.05995957600465389,0.15074107188889593,0.3299444996526259,0.3306126935855906,0.17344014757266196,0.008345565693344827
