,0,1,2,3,4,5
0,0.9663387092931843,0.8269547177909722,0.25332375134746676,0.48,0.8465553908616357,0.9927164217774745
1,0.9606083746977218,0.6480496453900709,0.4587185208798215,0.05714285714285714,0.8835134331317538,0.9874585538361215
2,0.790336218597717,0.12136456531991825,0.06387160170324271,0.0034158838599487617,0.7450396390872059,0.964475935521962
3,0.9171456835013234,0.4683698296836983,0.8694022679223525,0.8484848484848485,0.687089715536105,0.9936814914550297
4,0.947867911354762,0.8253787079885364,0.8632545076109035,0.5687645687645687,0.8514394712327552,0.9851956161132115
5,0.9541594836226597,0.7777849365375942,0.8896103896103896,0.23809523809523808,0.7048540884137533,0.9911709301189229
6,0.972534968195789,0.8764703190077349,0.886871961102107,0.8524590163934426,0.788896061975468,0.9964922762570317
7,0.9708341606547973,0.8173611111111111,0.9213188906082609,0.8192771084337349,0.8092572984419906,0.9909331680121802
8,0.9415518570095859,0.7797388434495623,0.778179190751445,0.4444444444444444,0.8169225813379147,0.989970176886432
9,0.9644952510276525,0.8887546909373247,0.8855635075543989,0.896,0.8568773234200744,0.9874458753526831
10,0.9675424360717575,0.8152173913043478,0.9345880192793207,0.8888888888888888,0.4844491302055878,0.9922174025663243
11,0.9449833809130801,0.8429850746268657,0.8976699952448882,0.7272727272727273,0.6191593000180408,0.9883120102858
mean,0.9415332029116693,0.7240358194289781,0.7251977169678833,0.5686871318150583,0.7578377861385238,0.9883391548485977
std,0.050153674300870366,0.22212758626635493,0.29613140108442726,0.3261654124033688,0.11727369572214345,0.008132608461375635
