,0,1,2,3,4,5
0,0.9431441237560839,0.8899153194765204,0.8671586715867159,0.8571428571428571,0.8202822530286,0.9919708697127145
1,0.9495800962476016,0.849835303235807,0.9136507936507936,0.96,0.846343779677113,0.9815942477037687
2,0.8073120283662151,0.07025846377866764,0.6565656565656566,0.001823985408116735,0.7404666550583319,0.9631957197304175
3,0.9152614727854856,0.3604868913857678,0.9376101150378278,0.7777777777777778,0.7813374805598756,0.9927680156531347
4,0.9315830940097085,0.8163145107855407,0.905990104221497,0.8079470198675497,0.8155166553365057,0.985878127010261
5,0.94071052506759,0.6681425725038742,0.9365468886941279,0.3125,0.7580795525170914,0.9923659056939682
6,0.9652213630876644,0.8665158371040724,0.8808757244043787,0.9629629629629629,0.8205748052645716,0.9967259240040067
7,0.9620682116309576,0.8555022532344817,0.9302884615384616,0.918918918918919,0.8835672997522709,0.9897790251462936
8,0.97927271704587,0.7042509072058061,0.8150857719475277,0.6086956521739131,0.7114269683934917,0.9887677691014434
9,0.9461658751303139,0.9028921998247151,0.8222580212109007,0.9491525423728814,0.8244762391415432,0.9926379734095372
10,0.9670758439281018,0.858274647887324,0.9144397035706265,0.9842931937172775,0.7031369548584545,0.9906868421121727
11,0.9479889607745555,0.8269745649263721,0.9288525880732139,0.6779661016949152,0.6661490683229814,0.9871986989068099
mean,0.9379486926525124,0.7224469559457457,0.8757768750418108,0.7349317510030976,0.7809464759925694,0.9877974265153773
std,0.044559483607671195,0.2546164254491412,0.0808188116341876,0.3017759085663108,0.06553477877099331,0.008671410485785761
