,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_epochs,param_radius_0,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,954.809067328771,59.04543070867631,2.335638999938965,2.2577876372000336,6000,1.0,"{'n_epochs': 6000, 'radius_0': 1.0}",0.9526570301024134,0.9444901292120501,0.9546336909442752,0.9505936167529129,0.00439061249653075,3
1,986.0002228418986,4.874897155766552,5.308107614517212,3.696730893317641,6000,2.0,"{'n_epochs': 6000, 'radius_0': 2.0}",0.9339430495739014,0.9465764946411472,0.9455681457910345,0.9420292300020278,0.005732592623937903,6
2,1025.5301199754078,4.113126380360517,5.478700558344523,3.6234543224721305,6000,3.0,"{'n_epochs': 6000, 'radius_0': 3.0}",0.9436051639085775,0.9451462173352561,0.9455984578858125,0.9447832797098821,0.0008532674492226739,4
3,1034.2397549947102,20.07705575887059,3.8979061444600425,0.572532980023967,6000,4.0,"{'n_epochs': 6000, 'radius_0': 4.0}",0.9571013152483907,0.956520163391023,0.9532103175180242,0.955610598719146,0.0017137574222886886,2
4,1058.092418750127,1.901501486144274,1.97703750928243,1.7348583682253567,6000,5.0,"{'n_epochs': 6000, 'radius_0': 5.0}",0.9601904911752003,0.9572789062615,0.9574188553969454,0.9582960842778819,0.001340765840750122,1
5,1091.5292331377666,4.702108921061403,1.1593711376190186,0.2601348364418783,6000,6.0,"{'n_epochs': 6000, 'radius_0': 6.0}",0.9328398184587076,0.9486285553133254,0.9323373493071871,0.9379352410264067,0.007564097066236504,8
6,958.4759385585785,8.728271413347157,2.200236717859904,1.31396442268202,6000,7.0,"{'n_epochs': 6000, 'radius_0': 7.0}",0.9327798008675308,0.9443309669373832,0.932333907434273,0.9364815584130622,0.005553354294161094,10
7,915.3334964116415,93.64810376843644,2.6827029387156167,0.22378248686090646,6000,8.0,"{'n_epochs': 6000, 'radius_0': 8.0}",0.9438799537506131,0.9392993432303054,0.9359167837844952,0.9396986935884711,0.0032631916389475623,7
8,727.5310270786285,8.658390376636378,1.4550822575887044,0.5104384574136216,6000,9.0,"{'n_epochs': 6000, 'radius_0': 9.0}",0.9328676665675766,0.9340963542266243,0.9431719256422393,0.93671198214548,0.004595328847635422,9
9,716.0260179042816,14.06232450575352,1.060267448425293,0.5554071671582254,6000,10.0,"{'n_epochs': 6000, 'radius_0': 10.0}",0.9436951813790773,0.9431888706864884,0.9431367214362159,0.9433402578339272,0.00025187024205918976,5
