,5,4,1
0,40.0,2.0,
1,33.0,19.0,1.0
2,337.0,221.0,
3,102.0,15.0,
4,22.0,1.0,
5,9.0,1.0,
6,26.0,1.0,
7,3.0,5.0,
8,4.0,,
9,8.0,,
10,8.0,2.0,
11,30.0,,
total,622.0,267.0,1.0
mean,51.833333333333336,29.666666666666668,1.0
std,93.76744282176695,72.06073826987897,
