,0,1,2,3,4,5
0,0.9461386912418386,0.9267771245323356,0.6185567010309279,0.4444444444444444,0.7418109187749667,0.9846898518718861
1,0.9421820171908701,0.9363582089552239,0.7993190040434135,0.45153374233128835,0.7258399004562422,0.974086110494338
2,0.4669289107788868,0.5617070357554786,0.49888104665174726,0.4697986577181208,0.5128691053327457,0.9286206068551439
3,0.9603761453142582,0.8298611111111112,0.8635671414494311,0.9666666666666667,0.418843055894557,0.9759986058596143
4,0.7650480326358732,0.8250112912129272,0.7184252119354375,0.7122302158273381,0.6958700696055684,0.9770310639922734
5,0.8307519604334104,0.7726221674117466,0.8041065482796892,0.2692307692307692,0.5333423326133909,0.982358610274954
6,0.9263663464723418,0.8817483100287064,0.7212793733681462,0.9117647058823529,0.639234211834908,0.9917915436850793
7,0.9063321013492452,0.879005451402739,0.9124027352039613,0.7971014492753623,0.6555043951444118,0.9864911243035627
8,0.7212675102848514,0.6441658630665381,0.6382488479262672,0.425,0.7690368129097327,0.987995024886497
9,0.9341350712683816,0.8573006030748322,0.8516604010025063,0.9242424242424242,0.759812050856827,0.9737173829431995
10,0.9300509039845533,0.9089702760084926,0.9013142454822811,0.7801724137931034,0.24607961399276237,0.98160575636582
11,0.9044219460878635,0.8483214472082101,0.7553367684946632,0.803921568627451,0.3557465453319852,0.9696584191162465
mean,0.8528333030868644,0.822654074147362,0.756924835405706,0.6630089215032767,0.5878324177290083,0.9761703417207178
std,0.14339497318894803,0.1137219963224403,0.1250324092226506,0.23699817361580883,0.17369412753110006,0.016363201158200693
