,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_epochs,param_som_topology,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,870.7107268969218,4.364401717424495,1.2715234756469727,0.4367879698191388,6000,planar,"{'n_epochs': 6000, 'som_topology': 'planar'}",0.9605003799689746,0.9572789062615,0.9574188553969454,0.9583993805424734,0.001486729157747982,1
1,945.2017065684,0.9386046616347343,0.9785049756368002,0.18903626629316056,6000,toroid,"{'n_epochs': 6000, 'som_topology': 'toroid'}",0.9491802719417796,0.9448071158236568,0.9425504748601736,0.9455126208752033,0.0027521937152189314,2
