,macro,micro,weighted,binary
0,0.9705812600112307,0.99901,0.999003926904166,0.9416617560400707
1,0.9926845991655839,0.9934,0.9934013726032892,0.9903969270166453
2,0.9725303030335815,0.9985365643696467,0.9985572721289421,0.9458023379383634
3,0.9940847008055304,0.9943,0.9943009479574554,0.9952132215858512
4,0.9903842963790248,0.9984,0.9983985953072448,0.9816049666590021
5,0.9658583384757791,0.9948530034736931,0.9949742921798994,0.9343952483801296
6,0.934913107003251,0.99907,0.9990809854373955,0.8702928870292888
7,0.9843550739050664,0.99712,0.9971301748591669,0.9702233250620348
8,0.99165748426213,0.99181,0.9918043036426578,0.9927854758150474
9,0.9632227590792615,0.99265,0.9926483551195112,0.9303251493032515
10,0.957751853075546,0.99825,0.9983000503107834,0.9163879598662207
11,0.9718694392768679,0.99601,0.9959862860301414,0.94581013173978
12,0.9042931316923029,0.99868,0.998735125854532,0.8092485549132948
13,0.9573017616400609,0.9763176895306859,0.9756938927011064,0.9288070845632922
14,0.9381709701492175,0.99674,0.9966088142311825,0.8779940119760479
15,0.9866366408021522,0.9996,0.9996013161839741,0.9734748010610079
16,0.9887894700988856,0.99899,0.9989856156189294,0.9780958577315116
17,0.9771721038875969,0.99923,0.999229326812192,0.9547325102880658
18,0.9872929829942203,0.99669,0.9966835528344282,0.9763655837201
19,0.9804680957113787,0.9978046842381716,0.9978084017705924,0.9620665580637654
20,0.9817677374204202,0.99801,0.9980105162556311,0.9645592163846839
21,0.9780745444881356,0.99887,0.998880890020753,0.956721562619686
22,0.9471474975925684,0.99912,0.9991011321640244,0.8947368421052632
23,0.9544318517212718,0.99861,0.9985898095053722,0.9095640858815875
24,0.9692310954903958,0.99844,0.9984298072219259,0.9392523364485982
25,0.9962081586823597,0.99677,0.9967671537927172,0.997667752160759
26,0.9560918814712929,0.99797,0.9979455577686472,0.9132107738349722
27,0.9925248706745048,0.99778,0.9977860168930569,0.9862572737402501
28,0.9760422874567205,0.99757,0.9975425206163141,0.9533320530055694
29,0.9810957516224799,0.9812,0.9811857370924374,0.9824995811069945
30,0.9754035079695114,0.99746,0.9974721117849286,0.9521116138763197
31,0.9954026526778033,0.99746,0.997458093226292,0.9923272112131465
32,0.919840109565252,0.97566,0.9769496743931333,0.8529482841952634
33,0.9652915294597442,0.99944,0.9994393114533616,0.9308641975308642
34,0.9871888040542283,0.99719,0.9972086768980936,0.9758694718763418
35,0.7947862417300633,0.99697,0.9966257586198972,0.5910931174089069
36,0.9931177625577641,0.99486,0.994864293783894,0.9896550336110775
37,0.9918502350435476,0.99611,0.9961211359472283,0.9859581994729812
38,0.5066261018681945,0.89605,0.9413775162993258,0.06829792955095455
39,0.9908769197226264,0.99852,0.998526012255872,0.9825265643447462
mean,0.9565754478179386,0.9932880485403052,0.9944303583620124,0.9173784362280435
std,0.08100329818461229,0.01672362114330951,0.010216576928689809,0.15472645851306407
