,macro,micro,weighted,binary
0,0.9648789798196543,0.99901,0.99901,0.930151338766007
1,0.9928900082130017,0.9934,0.9934,0.9912623055862992
2,0.9863039130745295,0.9985365643696467,0.9985365643696467,0.973741794310722
3,0.9942498245681541,0.9943,0.9943,0.9945116731844045
4,0.9895249085030942,0.9984,0.9984,0.9798026164792288
5,0.989002465304162,0.9948530034736931,0.9948530034736931,0.9826802952867689
6,0.9454383198337037,0.99907,0.99907,0.8914285714285715
7,0.9878046218487395,0.99712,0.99712,0.9775
8,0.9910002211156587,0.99181,0.99181,0.9972216323352445
9,0.9630155316118758,0.99265,0.99265,0.9298844040174341
10,0.9855609473710993,0.99825,0.99825,0.9726166328600405
11,0.966331932470088,0.99601,0.99601,0.9342634826938556
12,0.9411638680104891,0.99868,0.99868,0.8832807570977917
13,0.935184142405716,0.9763176895306859,0.9763176895306859,0.8714565004887586
14,0.9056083942379143,0.99674,0.99674,0.8117647058823529
15,0.9898607055497209,0.9996,0.9996,0.9799732977303071
16,0.9845841751187655,0.99899,0.99899,0.969475494411006
17,0.97633923185162,0.99923,0.99923,0.9530516431924883
18,0.985403377814613,0.99669,0.99669,0.9722696245733788
19,0.9821012260476896,0.9978046842381716,0.9978046842381716,0.9654367118169079
20,0.9820178404167776,0.99801,0.99801,0.9650748396293657
21,0.9874753089546191,0.99887,0.99887,0.97578125
22,0.9287685132867375,0.99912,0.99912,0.8577981651376146
23,0.9416088911838789,0.99861,0.99861,0.8836915297092288
24,0.9631806030118248,0.99844,0.99844,0.9269792467332821
25,0.9953396363048264,0.99677,0.99677,0.999074462392804
26,0.9453734791212752,0.99797,0.99797,0.8914858096828047
27,0.9952123189735607,0.99778,0.99778,0.992153443766347
28,0.9655274932613225,0.99757,0.99757,0.9316816816816816
29,0.9804684927476865,0.9812,0.9812,0.9918804623625599
30,0.9799836001080686,0.99746,0.99746,0.9615384615384616
31,0.9946606628714053,0.99746,0.99746,0.9904721702948803
32,0.97093439471391,0.97566,0.97566,0.9653993435448578
33,0.9641501639513568,0.99944,0.99944,0.9285714285714286
34,0.9937648368254166,0.99719,0.99719,0.9898954703832753
35,0.7403228094423031,0.99697,0.99697,0.48131868131868133
36,0.9939450591985108,0.99486,0.99486,0.9921310681570558
37,0.9946899883600246,0.99611,0.99611,0.9927309733226721
38,0.914859391021249,0.89605,0.89605,0.9338235294117647
39,0.9949010063800712,0.99852,0.99852,0.9909502262443439
mean,0.9670857821226276,0.9932880485403052,0.9932880485403052,0.940105143150617
std,0.04373941986457529,0.01672362114330951,0.01672362114330951,0.08701489060593996
