,0,1,2,3,4,5
0,0.9842688972002045,0.956426170157745,0.8994781030179261,0.5625,0.9035479632063075,0.9972505775240442
1,0.9781266250650026,0.9480108238816282,0.9267080745341615,0.9562538508934073,0.9350402031316124,0.9964509501953036
2,0.6575159158184989,0.192780642602142,0.27414063614320355,0.015104895104895105,0.7602297745274186,0.96124012052652
3,0.9346386006190216,0.6764144945963128,0.8968079386029232,0.6666666666666666,0.8733897202342226,0.9956583470962957
4,0.9630331753554502,0.9308714146526936,0.9315459353093101,0.8162544169611308,0.757393375189435,0.9906523227945228
5,0.9650387769766346,0.8978699393426436,0.9305453054530546,0.41935483870967744,0.8135305528612997,0.9941860106315834
6,0.9834177110133621,0.9450035310734464,0.9017086787345627,0.9241379310344827,0.8980070339976554,0.9981066988418015
7,0.9853722371937763,0.9171752397558849,0.9073617693522906,0.8052805280528053,0.8686153382552358,0.9936384310924186
8,0.9430326420786562,0.8751646421776672,0.890344088581974,0.5194805194805194,0.8311805009547344,0.9919967891179018
9,0.9778635332423856,0.9370686486707233,0.8841372811945059,0.9078014184397163,0.8996968498747858,0.9909721579253253
10,0.9733964201223051,0.9380820538635791,0.8932375208520467,0.9044834307992202,0.8835117773019272,0.9948715658862604
11,0.9764116126052285,0.9328687967369137,0.950548157907119,0.8598130841121495,0.8429791271347249,0.9948664818007867
mean,0.9435096789408774,0.845644699792615,0.8572136241402567,0.6964276316878893,0.85559351805578,0.9916575377860636
std,0.0914910520196368,0.21908571051580306,0.18473239256986707,0.2781975370038964,0.05631327919117173,0.009860923928570553
