,macro,micro,weighted
0,0.8835347216989259,0.99959,0.9995847579778313
1,0.9506483745497366,0.99725,0.9971560528965967
2,0.8896660014261052,0.99898,0.9989265921869611
3,0.9232661222203156,0.96791,0.9665721081266582
4,0.8629317844140222,0.99729,0.9969699581017549
5,0.8396341123336647,0.9976612633786104,0.997376929553304
6,0.8451263378644623,0.99958,0.9995689194068157
7,0.9507315449002149,0.99896,0.9989123968230778
8,0.7418665154366865,0.96636,0.9774575149116235
9,0.911960392028519,0.99438,0.9942131908727826
10,0.879203412461965,0.99909,0.9990114529392781
11,0.9279068557556743,0.99885,0.9988116609249266
12,0.7706193018796784,0.99925,0.9992737497536851
13,0.8831075814042754,0.98765,0.9871831419031095
14,0.3431867483244249,0.95193,0.9295030409165461
15,0.8335211207823962,0.99957,0.999562135052268
16,0.8861305926181683,0.99931,0.999298152715669
17,0.8401974474038528,0.99957,0.9995487423141989
18,0.9655926934478068,0.99943,0.9994196399864629
19,0.8469883330614149,0.998583157282192,0.9983805821516257
20,0.954047622833411,0.99924,0.9992485955340857
21,0.5875483042736321,0.842378201337397,0.816202091910458
22,0.8544336289668255,0.99931,0.9993479448256801
23,0.9129143322870074,0.99898,0.9989796218851563
24,0.9210919011443858,0.99917,0.9992024149196144
25,0.8719984322616527,0.93981,0.9467596197612751
26,0.9061520050498312,0.99846,0.9984016875215134
27,0.9154017625932062,0.99796,0.9978830925321388
28,0.939997878694348,0.99963,0.9996206644192822
29,0.7289331356998133,0.88468,0.8723862138219761
30,0.8995634343265843,0.99909,0.999050395784992
31,0.8663850216217223,0.99481,0.9940662067828666
32,0.798650286339015,0.96911,0.9660035638228358
33,0.8118078692961518,0.9992,0.9992515045649367
34,0.8697480696071797,0.99744,0.9972128498316198
35,0.7594537465099623,0.99801,0.998534522827022
36,0.9293594948134046,0.98954,0.9894325337673114
37,0.8817698464483971,0.99606,0.9955737463444683
38,0.7561420787422891,0.90489,0.900369774066573
39,0.7830154234827132,0.99614,0.9954380908430096
mean,0.8481058567250959,0.983877565549955,0.9824923963820501
std,0.11159396887775812,0.034433938178989904,0.038815164696291905
