,1,9,10
0,0.9733333333333334,0.6976744186046512,0.9999394746398741
1,0.9947996513060992,0.9735234215885947,0.9986564415325624
2,0.9132507149666349,0.9222222222222223,0.999959539150929
3,0.9854552252757525,0.9938635827236252,0.9431078939275661
4,0.9810348864434558,0.91875,0.998147934999843
5,0.9293608841902932,0.9090909090909091,0.9994445691865893
6,0.9338842975206612,0.75,0.9998494353826851
7,0.9848089247567055,0.9661016949152542,0.9996858375570729
8,0.998412843199854,0.14990614105658354,0.9974189502122732
9,0.971020954079358,0.8354591836734694,0.9968014356592421
10,0.9796416938110749,0.890625,0.9994022774243222
11,0.9953991880920162,0.9196428571428571,0.9990747767509071
12,0.8130081300813008,0.5,0.9999899619558126
13,0.9812744358323616,0.9487951807228916,0.9888939815957409
14,0.9433962264150944,0.3392857142857143,0.9522779830014716
15,0.9689608636977058,0.56,0.9999093052784328
16,0.9929128277817151,0.717391304347826,0.9996293703413911
17,0.9832810867293625,0.7142857142857143,0.9997677448020277
18,0.996523306721607,0.961038961038961,0.9997393570807993
19,0.9621399176954732,0.8611111111111112,0.999869361307432
20,0.9880641551659829,0.8392857142857143,0.9998250146678881
21,0.9794979079497907,0.6527777777777778,0.8049150662541591
22,0.9139784946236559,0.52,0.9999497411670101
23,0.959114139693356,0.7797619047619048,0.9995868809511814
24,0.9840348330914369,0.7142857142857143,0.9999085737505079
25,0.9944926363204476,0.5202052020520205,0.9883017219865236
26,0.942457231726283,0.8950617283950617,0.999360743566848
27,0.979980104451629,0.9021739130434783,0.9997275916926363
28,0.9927258805513017,0.9183673469387755,0.9998561727570655
29,0.9572898190847818,0.9722222222222222,0.8277885453155284
30,0.9809802487198245,0.8395061728395061,0.9997324690024181
31,0.9774889217134417,0.9626436781609196,0.9984890060077121
32,0.9749179559306141,0.7684049079754601,0.9702256999221724
33,0.7635782747603834,0.5454545454545454,0.9999899674946827
34,0.9789594491201224,0.9734513274336283,0.9984893142754518
35,0.9570661896243292,0.1932367149758454,0.999919382469718
36,0.982145666194746,0.8414715719063545,0.995142110376726
37,0.9783897080080948,0.9567901234567902,0.999056383970177
38,0.9880330472004234,0.9717444717444718,0.8390899467102076
39,0.9058629232039637,0.9038461538461539,0.9996468009515598
mean,0.9615239244766116,0.7799864652091684,0.9822641691269288
std,0.04715648970872131,0.21571936458095098,0.04743130343424828
