,macro,micro,weighted
0,0.8949451282682607,0.9947394738244251,0.9947683378619545
1,0.9510270520812654,0.9930849034454423,0.9931081908802952
2,0.4825491067520911,0.9187451375680741,0.9080127876246272
3,0.9167531942416289,0.9946170645952248,0.9946237093765656
4,0.9208296514926015,0.9849660218296122,0.9854883965939941
5,0.821781978837973,0.9886910633361721,0.9889212260964599
6,0.9588196516713977,0.9961870653446606,0.996198012130244
7,0.9314867604564053,0.9878973629766274,0.9877143596352478
8,0.8653554021656227,0.9859364528718414,0.9861258212038075
9,0.925628360085691,0.981723410234229,0.9820272130224096
10,0.945719799454371,0.9930895058697282,0.9930420078510429
11,0.9341989164623684,0.9848228650966895,0.9846975740446314
mean,0.8790912501641398,0.9837083605827271,0.9828939696934399
std,0.1307492907675692,0.02099058764296364,0.024028077379994583
