,macro,micro,weighted
0,0.8726364750337416,0.9947394738244251,0.9947394738244251
1,0.9520237796251857,0.9930849034454423,0.9930849034454423
2,0.44915677476266996,0.9187451375680741,0.9187451375680741
3,0.932000616734855,0.9946170645952248,0.9946170645952248
4,0.939631348398909,0.9849660218296122,0.9849660218296122
5,0.8334541077515202,0.9886910633361721,0.9886910633361721
6,0.9629850127102172,0.9961870653446606,0.9961870653446606
7,0.9169936536030541,0.9878973629766274,0.9878973629766274
8,0.8774381261974139,0.9859364528718414,0.9859364528718414
9,0.9457906767605501,0.981723410234229,0.981723410234229
10,0.9406806579123943,0.9930895058697282,0.9930895058697282
11,0.9399348794991654,0.9848228650966895,0.9848228650966895
mean,0.8802271757491399,0.9837083605827271,0.9837083605827271
std,0.1411503855689942,0.02099058764296364,0.02099058764296364
