,wall_time,mem_peak_cpu,mem_avg_cpu,samples_cpu,mem_peak_gpu,mem_avg_gpu,samples_gpu
0,4930.076541191898,14200.89453125,14062.769876724034,39823,224,223.0783060164919,49115
