,1,0,2,4,5,3
0,5.0,3.0,2.0,1.0,,
1,1.0,,1.0,,2.0,
2,1.0,,2.0,,52.0,1.0
3,1.0,,2.0,1.0,1.0,
4,5.0,1.0,14.0,2.0,26.0,
5,3.0,1.0,4.0,1.0,3.0,
6,,1.0,1.0,2.0,1.0,
7,6.0,1.0,17.0,20.0,5.0,
8,,,4.0,,9.0,
9,6.0,1.0,11.0,4.0,13.0,
10,,,,1.0,,
11,,,9.0,6.0,3.0,
total,28.0,8.0,67.0,38.0,115.0,1.0
mean,3.5,1.3333333333333333,6.090909090909091,4.222222222222222,11.5,1.0
std,2.2677868380553634,0.816496580927726,5.700079744258766,6.15990620419211,16.18126488669329,
