,0,1,2,3,4,5
0,0.9163405686334455,0.6192922052266185,0.6154040404040404,0.0,0.7624940504521657,0.9867815582014653
1,0.9163097894927318,0.7365947893280426,0.68324184694866,0.0,0.75452416436023,0.9833235065186793
2,0.6436259114820859,0.05698418447422431,0.4077024070021882,0.0,0.7008017051372103,0.9396749108099911
3,0.8728022077343006,0.07597708894878706,0.7586113980329636,0.0,0.5372920252438325,0.9842241225820965
4,0.8245527654685705,0.6472564389697648,0.6949395728712543,0.0,0.715363157350966,0.9643543964565318
5,0.8489633617515668,0.3792531537417701,0.809498155899051,0.0,0.6070271617243957,0.9776011296889929
6,0.9125001984662527,0.7491612393921453,0.735656836461126,0.0,0.714162596954898,0.9919443214685085
7,0.9368520055325035,0.7361694574285546,0.8191798031766923,0.0,0.6707041343669251,0.9817650843482347
8,0.8076009501187649,0.3828341528833259,0.7058532359856453,0.0,0.7549704459967759,0.9739813877969764
9,0.9102817668472497,0.7832699619771863,0.7968494349530079,0.0,0.7571613646178207,0.972557338523774
10,0.928347019695361,0.5798298087454714,0.743445801261647,0.0,0.36358574610244987,0.9801319596685528
11,0.8697423526087378,0.5633423180592992,0.7845631067961165,0.0,0.49518127581459387,0.9723349795054487
mean,0.8656599081526308,0.5258303999312659,0.7129121366493661,0.0,0.6527723190101886,0.9757228912974377
std,0.08147684584780493,0.2516736707411359,0.11291711815280944,0.0,0.12718658666353297,0.01357864644844944
