,0,1,2,3,4,5
0,0.8635034498653185,0.5361086680347894,0.7694979475844648,0.0,0.7790746144226761,0.9917036147407012
1,0.8618557285904745,0.6544813508999815,0.6912020905923345,0.0,0.7751531058617673,0.9887630130472317
2,0.5877432309534744,0.03006560927447608,0.4147079772079772,0.0,0.7779211700811959,0.9561000889234376
3,0.7931880407403351,0.039925637393767706,0.7606268011527377,0.0,0.6514782608695652,0.9936195082888271
4,0.8582899120184505,0.5445731122379059,0.8196966738267265,0.0,0.8067109402306886,0.9685395091293424
5,0.8539238922904734,0.2813571961222968,0.8480507076495615,0.0,0.7890304469876916,0.9788728908886389
6,0.8762845729271491,0.652861860209136,0.8131173449229554,0.0,0.845578231292517,0.9944114624835239
7,0.9312157673610347,0.6632196162046908,0.831541871622032,0.0,0.7960513705194556,0.9816047316717977
8,0.9317446808510639,0.26517215754272977,0.7623630045442396,0.0,0.8079355951696378,0.9685133312584293
9,0.8687576085023732,0.7627787168960799,0.7748834455709317,0.0,0.7900270351456894,0.9810379264091492
10,0.9168842285469719,0.4247623750154302,0.7334703665638918,0.0,0.5909502262443439,0.9847322764938735
11,0.8190628251872681,0.4081712366221389,0.8303534730785039,0.0,0.7757009345794392,0.9822913979216661
mean,0.8468711614861989,0.4386231280377853,0.7541259753596963,0.0,0.7654676609503891,0.9808491459380515
std,0.09147641835758362,0.2431906193131467,0.11629630351445452,0.0,0.0713535710980091,0.01154183537133704
