,macro,micro,weighted,binary
0,0.990324916751428,0.99952,0.9995373696390273,0.9809523809523809
1,0.9918193329472371,0.99394,0.9939952634298379,0.9851126060251536
2,0.8954198922178389,0.99685,0.9973976303802002,0.7911439114391144
3,0.9902460557408842,0.99046,0.9904778545254812,0.9913933472900675
4,0.975474189669007,0.98773,0.9874781175922916,0.9622589531680441
5,0.9409921711598223,0.9954031728476135,0.9956116425282039,0.8834993503681248
6,0.974679711124347,0.99836,0.9982924453346926,0.9508928571428571
7,0.9891946442192813,0.99808,0.9980888162593496,0.9794156706507304
8,0.7940878150683938,0.72739,0.8265128777298433,0.9833317899805537
9,0.9844866967690058,0.98835,0.9882952333901928,0.980218281036835
10,0.974697751682232,0.99732,0.997248645210533,0.951530612244898
11,0.9674144660840922,0.99679,0.9969545213972814,0.9353816142404292
12,0.957643728232898,0.9996,0.9996135154794396,0.9154078549848943
13,0.9922457751578416,0.9968,0.99682887138588,0.9855500408368412
14,0.5424575511170232,0.95144,0.911953997166185,0.13333333333333333
15,0.9873466846011059,0.99965,0.9996712484033938,0.9748344370860927
16,0.9885124127703036,0.99883,0.9988530620508702,0.9775397373876987
17,0.9897723407437692,0.99961,0.9996102007153053,0.9797365754812564
18,0.9951323561012223,0.99876,0.9987618979801132,0.9908187649352282
19,0.9914500928929812,0.9988741160545991,0.9988983960264006,0.9835010060362173
20,0.9888489999229151,0.99889,0.9989029790052882,0.9781920506507211
21,0.7972071957671958,0.633080107355684,0.7545976410920704,0.9629629629629629
22,0.9224998827084716,0.99892,0.9990234126345909,0.8452611218568665
23,0.969278662223646,0.99716,0.9970475554649081,0.9410714285714286
24,0.9880164510360374,0.99882,0.9988394835761856,0.9768550034036759
25,0.6959105337555043,0.51258,0.805015310108394,0.9959291675147568
26,0.9525019618336572,0.99434,0.9940804895547797,0.9096657633242999
27,0.9827466864641788,0.99679,0.996885812979016,0.9658536585365853
28,0.9939029335751444,0.99896,0.9989752704475953,0.9885452462772051
29,0.9694614740519865,0.9697,0.9697494124307099,0.9737411764705882
30,0.9918380466794889,0.99877,0.9987645690451689,0.9844989185291997
31,0.9871256732114639,0.98306,0.9832821409777244,0.9930127155986403
32,0.9647133341167625,0.96629,0.9661847432810781,0.9629792860290877
33,0.8396105572944919,0.99871,0.9990083559201584,0.6794117647058824
34,0.9768534569660907,0.98525,0.9850490340417251,0.9676581680830972
35,0.960257428990059,0.99573,0.9954684067588918,0.9246231155778895
36,0.9100891886244682,0.85854,0.87773927886772,0.9804273121171373
37,0.9887166038791972,0.99269,0.9926710127927415,0.9831956912028725
38,0.7949104266043405,0.67884,0.8078584872449822,0.9966564633859195
39,0.9888470692734276,0.99266,0.9926177674405006,0.984778292521509
mean,0.9394183788007311,0.9540884349064479,0.9696460692572189,0.9327793107985267
std,0.09464043923627986,0.1121982608392866,0.06290782705190116,0.1433103949875313
