,-1,0,1
0,0.0,0.9998184495592358,0.9648711943793911
1,,0.9923137325964181,0.9971283083663923
2,0.0,0.9971182430382819,0.9727767695099818
3,0.0,0.986966765251391,0.9927789424644771
4,,0.9985641971556432,0.7621645210560768
5,0.0,0.9968096419709322,0.9405255878284924
6,,0.9998895959210711,0.5819672131147541
7,0.0,0.9990259332188194,0.9781167108753316
8,0.0,0.9867014215721768,0.5439411272559632
9,0.0,0.9990593258854491,0.8002598849081122
10,,0.9994223168136211,0.8413533834586466
11,0.0,0.9972323091489871,0.9858648162426111
12,,0.9997191152129207,0.9619047619047619
13,0.0,0.9972573138297872,0.9943585192697769
14,0.0,0.999842365774457,0.00041296716911005574
15,0.0,0.9997884130982367,0.9813333333333333
16,0.0,0.999320428336079,0.9822916666666667
17,,0.9997980083624538,0.9807302231237323
18,,0.9992071336251371,0.9935679152478244
19,0.0,0.9994383416711294,0.9815261044176706
20,0.0,0.9993516584166058,0.9830328738069989
21,,0.9997105015560541,0.012735733529267695
22,0.0,0.9991761857399761,0.9438444924406048
23,0.0,0.9996573375124719,0.6782496782496783
24,0.0,0.9996243044555461,0.9465699208443272
25,0.0,0.995882704214728,0.28705102444890956
26,0.0,0.9989343563512362,0.6859673024523161
27,0.0,0.9968644187742925,0.9959514170040485
28,0.0,0.9996917924324769,0.9722117912129178
29,0.0,0.9700660433999485,0.9693801064387977
30,,0.9995575630987046,0.9715403770900035
31,0.0,0.998632689608441,0.9089075823922563
32,,0.9981823493135122,0.5770500462168229
33,0.0,0.9988972431077694,0.924
34,0.0,0.9985406708684066,0.7540470934510669
35,0.0,0.9998289841659457,0.30976430976430974
36,0.0,0.9963559647103951,0.48600207376684934
37,0.0,0.997261487187256,0.9650384154507647
38,0.0,0.9984826141779402,0.3977522599560225
39,0.0,0.9995121292961168,0.8124488124488124
mean,0.0,0.9972876012607514,0.7954854815389469
std,0.0,0.005331587609550654,0.27394461677063286
