,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_epochs,param_radius_n,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,1108.9009110927582,104.48234556141409,4.084580818812053,2.912383394392424,6000,4.0,"{'n_epochs': 6000, 'radius_n': 4.0}",0.8962561957710284,0.900330384523481,0.9000023096264065,0.8988629633069719,0.0018481226554460581,10
1,1133.7421060403187,10.73597645228303,2.7541306018829346,3.259686072436759,6000,3.0,"{'n_epochs': 6000, 'radius_n': 3.0}",0.9099600884360096,0.9116063719636138,0.909384832591541,0.9103170976637216,0.0009414177205757226,9
2,1103.1857725779216,6.620593738981384,2.908522129058838,1.7627133162628728,6000,2.0,"{'n_epochs': 6000, 'radius_n': 2.0}",0.9374378626876363,0.9391262250705907,0.9395572785126673,0.9387071220902982,0.0009145914719755593,8
3,1037.7440106868744,2.6314277416437557,2.9914729595184326,0.7003028449123432,6000,1.0,"{'n_epochs': 6000, 'radius_n': 1.0}",0.9605003799689746,0.9572789062615,0.9574188553969454,0.9583993805424734,0.001486729157747982,7
4,1029.4418043295543,3.7884095870385712,1.4541436036427815,0.3656998704746781,6000,0.75,"{'n_epochs': 6000, 'radius_n': 0.75}",0.970122278324361,0.9650345327606544,0.9617951857537625,0.9656506656129261,0.0034273247524918894,3
5,963.4857993920645,93.19345197762553,0.9508892695109049,0.5713863926377508,6000,0.5,"{'n_epochs': 6000, 'radius_n': 0.5}",0.9706230386237779,0.9632697873498024,0.9624227294178365,0.9654385184638056,0.003682283146083498,4
6,824.8078099886576,5.751908308957023,1.765215555826823,1.1332274797594692,6000,0.25,"{'n_epochs': 6000, 'radius_n': 0.25}",0.9706382849685492,0.9642115129260687,0.9630802007459515,0.9659766662135231,0.0033284614939566954,2
7,772.8198354244232,73.68841315814355,2.5631046295166016,0.23391112106541567,6000,0.1,"{'n_epochs': 6000, 'radius_n': 0.1}",0.9700814688120357,0.9687145842370377,0.9660876321560762,0.9682945617350499,0.001657306446266272,1
8,628.561964670817,16.355513038777623,1.5013670921325684,0.45192474572714336,6000,0.01,"{'n_epochs': 6000, 'radius_n': 0.01}",0.9621079364452708,0.9691161343746721,0.962388304020097,0.9645374582800134,0.0032396355329062966,5
9,599.5296110312144,59.611678819094585,1.4646944204966228,0.24722870345516426,6000,0.001,"{'n_epochs': 6000, 'radius_n': 0.001}",0.9621083812001334,0.9689249733203116,0.9604102075437349,0.96381452068806,0.003679537382306569,6
