,3,8,4,2,7,6,5,1
0,12.0,11.0,7.0,4.0,2.0,2.0,1.0,
1,2.0,1.0,,1.0,2.0,,1.0,
2,8.0,4.0,5.0,,4.0,2.0,5.0,1.0
3,4.0,4.0,22.0,,1.0,13.0,,1.0
4,3.0,3.0,1.0,5.0,2.0,2658.0,1.0,
5,13.0,115.0,1.0,,3.0,105.0,1.0,
6,8.0,225.0,2.0,1.0,,715.0,,
7,,9.0,,4.0,4.0,1.0,,
8,1.0,4.0,5.0,2.0,,,3.0,
9,,5.0,2.0,,4.0,1.0,,
10,,1.0,18.0,,2.0,,4.0,
11,3.0,5.0,6.0,,2.0,,,
12,9.0,12.0,30.0,2.0,5.0,134.0,1.0,
13,4.0,20.0,1.0,2.0,10.0,,2.0,
14,1.0,15.0,,1.0,8.0,1.0,,
15,2.0,3.0,2.0,4.0,1.0,21.0,1.0,
16,67.0,23.0,25.0,3.0,2.0,66.0,1.0,183.0
17,3.0,53.0,1.0,,8.0,1.0,,
18,6.0,9.0,19.0,2.0,3.0,27.0,5.0,5.0
19,4.0,3.0,3.0,,,4.0,,
20,6.0,18.0,,2.0,6.0,41.0,,
21,4.0,14.0,2.0,,,225.0,2.0,
22,3.0,69.0,1.0,1.0,,1698.0,1.0,
23,1.0,9.0,,2.0,11.0,1.0,1.0,2.0
24,1.0,2.0,3.0,2.0,,2.0,,
25,9.0,14.0,,1.0,4.0,,,
26,15.0,4.0,,,2.0,1.0,,
27,1.0,6.0,,2.0,1.0,5.0,,1.0
28,3.0,8.0,3.0,6.0,,5.0,,2.0
29,9.0,17.0,3.0,,4.0,62.0,,
30,1.0,5.0,2.0,,3.0,14.0,,
31,3.0,10.0,87.0,,,3.0,2.0,
32,2.0,5.0,,3.0,5.0,3.0,,
33,3.0,4.0,3.0,,3.0,2.0,1.0,
34,2.0,2.0,3.0,1.0,,2.0,1.0,
35,1.0,,,,1.0,1.0,,
36,3.0,63.0,9.0,,,206.0,3.0,
37,6.0,138.0,18.0,,,950.0,2.0,
38,4.0,6.0,2.0,,10.0,,1.0,
39,2.0,3.0,3.0,,2.0,,4.0,
40,2.0,5.0,1.0,,1.0,5.0,4.0,
41,33.0,38.0,2.0,,1.0,,3.0,
42,9.0,5.0,4.0,,3.0,,,
43,9.0,1217.0,,,1.0,546.0,,
44,,5.0,,,,1.0,,
45,,5.0,3.0,2.0,,6.0,2.0,
46,2.0,5.0,1.0,,4.0,1.0,1.0,
47,1.0,5.0,1.0,,3.0,2.0,1.0,
48,23.0,3.0,1.0,3.0,1.0,,1.0,
49,7.0,2.0,9.0,2.0,1.0,,,
total,315.0,2212.0,311.0,58.0,130.0,7533.0,56.0,195.0
mean,7.0,45.142857142857146,8.18421052631579,2.4166666666666665,3.5135135135135136,198.23684210526315,2.0,27.857142857142858
std,10.993799905566608,175.61807518969493,15.12444819303071,1.3486439781165913,2.734772198735935,527.6241206200001,1.3333333333333333,68.42618546392059
